text,sentiment
yes lhrt lounge is fantastic if only the us ones could be remotely similar ,1
sat on the ramp for min and missed my connection no one seems to concerned at usairways ,0
going to miss my connection due to another tarmac delay  on us then  need a flight home today please ,0
no online clearly states i can not it says to call res i already explained that ,0
i am getting leathery from the heat on before i even get to vegas ,0
is awful they have lost my bag and are not am not providing any info this is day and nothing worstairlineever ,0
 delay dencle because they have to manually enter baggage tags really worst cust service day for this ker friendlyskies ,0
thanks now my carry on that you guys insisted be checked at the gate is missing will not be here till late flight tomorrow morning ,0
i do not like being lied to no bad weather in dc md va i have been stuck in ca all day and should have been home by now you owe me ,0
you asked me to dm then ignore them please assist in changing to another flight today feb fra to mco avoiding iad ,0
been on hold for over hours i believe i was overcharged for my flight i need an immediate explanation help ,0
i have been on hold w customer service line for minutes this after i was on phone with an agent for min b f call droped ,0
dont send me a tweet to cover your social media complaints how about sending me a message with a way to resolve custserv ,0
flight attendant was hesitant to give me more baby sized cookies ,0
what do you call that ,0
i was completely ripped of by us airways today never fly this airline i am contacting my local news ,0
that you would let us just switch to a different set of flights so we could spend time with the family after he passes away ,0
you have to be crazy treated my mom very poorly not happy usairwaysfail ,0
i have been waiting on my bag in iah for mins they are only freaking people on that flight waiting for bags fix this ,0
 from sfo to hnl with zero entertainment systems youareonyourown ,0
hey i booked a flight isabelle gramp boston to lax and it said that it charged my credit card but the transaction did not go ,0
my pqms and pqds are no longer showing up correctly in my mileageplus acct how can i get this fixed ,0
already spent mins today handling this for my minor child shame on you for treating a year old girl like this ,0
cancelled flightled my flight then put me on a flight the next day i need help from somebody other than a robot please much appreciated ,0
it has it is been almost days and it has it is still frozen thanks doll ,0
you definitely will ,1
i did the ac went on for about minutes before returning to the mojave desert pressurecooker heattrap ,0
flight cancelled flighted and rebooked but agent made a mistake and booked wrong date been trying to get through via phone for hours ,0
after flying delta this week gogo was so good the tweet i sent you did not even send until we landed  that has that is how bad it was ,0
alright done alternatively if you had you would like to charter a private jet for me to pitt i will gladly accept ,1
be chicago s hometown airline care about your neighbors savethediagonals flyquiet ordnoise ,1
what is the damn delay ,0
something they are not telling us ,0
 been on hold for more than hours  this after not getting through after hours on hold this morning with no answer  help ,0
not going as planned is an understatement my flight was just changed again if it were not for a family emergency i had i would cancelled flight ,0
thanks for cancelled flighting flight 9 today now missing required training not a happy customer ,0
my flying united is over sorry the captain still had minutes of preflight preparations to make while we sat with no air ,0
without notifying though we do not like cancelled flightling flights kim but weather has not played nice with us ,0
i along with other passengers repeatedly asked southwest personnel what was taking so long where was our luggage ,0
ual sucks ,0
we made it safe and sound thank you for the safe travels ,1
website will not let me change online even though airline issued travel advisory now on hold for minutes help ,0
 she means to say there has been so many complaints today this week this month that she cannot respond b c she has she is alone ,0
 that has that is the flight i was placed on after original flight to charlotte was cancelled flightled now is on hr delay ,0
do not worry i shall i will be sending a letter with what i expect from you for compensation i fly twice a week w you guys for now ,0
 no i am guessing i have to call someone ,0
i will make sure to never use your incompetent airlines again my luggage has been out for delivery for hours ,0
not only did u lose the flight plan now ur flight crew is faa timed out thx for havin us sit on the tarmac for an hr pathetic ,0
 h flight without a working screen for me and my friend and not possible to move to another place unitedfails worsttripofmylife ,0
 americanairlines says most bags left in miami have been returned following mechanical glitch gt gt ,0
or you shall you will cancelled flight my flight like you just did ,0
have you ever lost luggage with an infant and a year old then customer service never answered the phone i have tried all night ,0
well if you do not want your customers to be frustrated compensate them appropriately when you screw up royally fakesincerity ,0
what a great way to kick someone when they are down cancelled flight a noon flight and rebook me on one two hours south from here tomorrow ,0
yes thanks so much we see you spoke with our reservations team and they have reinstated the flight thanks ey ,1
all taken care of other then the dropped call and the total half hour wait love jetblue ,0
i get sunday due to weather and ok monday they are busy but this is crazy ,0
over the last week united has provided me with the worst customer service experience of my life disgusting united ,0
i cannot choose a seat online because i booked on smh ,0
what is going on this is pathetic online does not work and phone wants to give a seat assignment ,0
thanks i actually made it my connection flight was delayed guess all delays are not a bad thing ,1
this is the biggest joke of customerservice i have ever seen from a brand ,0
completed if that has that is the case then why does it still say in progress on paypal s website i reserved on the th ,0
 first impressions are hard to reverse a horrible first experience with you will never fly with you again ,0
so what about the plane stuck in newburgh will not start it that weather relate flightd as well these passengers on plane for hrs ,0
another fiasco at national forever from jet to gate on am flight from rdu ,0
oh the wifi router is on top of the fuselage ,1
thanks to lea in the chicago office for her help in switching our cancelled flighted flights ,1
i tried several times to select seats the only ones ever available would have cost me extra per seat ,0
 i hate evolved seating knees in the seat pocket ,0
please give tara g a pat on the back and praise she was very very helpful she is at phl member lounge ,1
no we still have not heard anything from anyone at or the ,0
i did should i expect a response in this fiscal year this calendar year never ,0
you are the easiest airline to deal with i loveeee you so much ,1
not an issue but i think training amp information would help great ppl but service needs to switch from individual to group better ,0
could you add me to that list been on hold for an hour ,0
thank you for the update ,1
is flt en route to dca or bwi after diverting to rdu your phone service sucks and your website is conflicting ,0
updated a aircraft has wifi and device entertainment but no outlets i do not get it how can i charge devices ,0
thanks for ruining my wedding anniversary flight ua 9 from ewr to rdu is delayed by over hours and will reach home the nxt day ,0
or has lost my baggage heard different things from different employees of has said nothing ,0
flight from vegas to houston cancelled flighted this morning due to operation what does this mean thank god i woke up early today ,0
sure but different texts changing time amp gate especially locations across the entire concourse that just seemed a little off ,0
why do you bother surveying me ,0
you should get better employees ,0
and at this point i do not need sorry i need a revers agt to pick up the call so maybe we can make the flight today ,0
 sitting on tarmac in pit for min no announcement just sitting ,0
 ua there is no way a plane loses its software i believe you decided to do an upgrade ,0
lines may be extra long or security slow but seems your employees too quick to blame customers who do not arrive  hours ahead ,0
been on the phone for over an hour with customer service and they cannot figure it out awesome service not ,0
now they are not even accepting calls at all come on ,0
i cheated on you and i am sorry i shall i will never do it again has given my wife and i the worst start to a honeymoon ever ,0
stuck here in iah waiting on flight to honolulu for hours due to maintenance issues could we have gotten a new plane fail ,0
you are amazing you are the best follow me please and i follow you back ,1
keep up the good work got me to my destination safe and on time today ,1
 please find my bag in singapore for three days already without my bag last known destination lax tag please help ,0
thank you we will be in touch moveaboutthecountry ,1
well perhaps you could highlight where that is stated we travel between canada amp usa on united with only nexus ,0
thanks for the lack of help and the canned response from the k desk ,0
the word failure means an act or instance of failing or proving unsuccessful lack of success nonperformance of something due ,0
flight agent now wandered off pilots came out looking for her went to charge her personal phone which she had she would been txting on ,0
today s wait was a violation of dot passengerbillofrights ,0
so far my phone wait time is longer than oscars coverage whatcustomerservice ,0
ask the people you left behind at miami airport because you guys could not wait minutes and ,0
can u see what has what is holding up flt bags one bag came out nothing else for minutes ,0
i left an item on plane bosphl on friday i have called phl us airways amp left msgs no return call what to do at this point ,0
i am disappointed that the agent at the designated silver status check in line closed to assist all pasengers ,0
sounds like should have planned better since this weather was no surprise completely unacceptable wait times ,0
i am going to be stuck in florida for days because would not hold my connecting flight to lga ,0
 americanairlines hr wait for bags if this is the a taste of the worlds largest airline heaven help aviation ,0
no not boarding order someone boarded with service animal which a member of my party was allergic to and because the flight was ,0
as much i have paid in fees plus hotel and food because of your changes i could had flown with a more reliable airline no jetblue ,0
stranded for hours in mia patrick casimir has been the only aa staff to apologize for the great inconvenience unreal ,0
sweet glad to hear it i shall i will keep you guys in mind next time ,1
can someone help me set up a callback today ,0
you guys straight up suck ass ,0
ruined our honeymoon by causing us to miss our international flight and now we are stranded ,0
my son left his ipad on flight from jfk to fll on monday i called and left message and have no heard back seat a ,0
i am here  what is your resolution ,0
that would that had be nice hoping to rack up enough miles to take a trip to seattle and enjoy a perfect latte in the city of coffee ,1
thanks for the update ,1
cannot get thru to anyone on phone ,0
i did eventually get through but that flight cancelled flightled decided to drive but gave up holding to process refund ,0
dont get me wrong i love flying with you tv free bags and descent fares the recent plane problems are just annoying ,0
flight was cancelled flightled can you guys help ,0
here is the ticket 9 please refund my unnecessary upgrade fee ,0
 now you have cancelled flightled my wife and daughter s flt what has what is going on follow me so i can dm details ,0
 oh no she left the counter and went downstairs then she told elise an agent that joined her not to come over to counter ,0
my bag is still lost and i can not get anyone on the phone to assist me and the tracking updates have stopped ,0
airline trouble this winter amp not getting good customer service contact we negotiate w companies foru ,0
flying from manchester international to philadelphia and getting emails about delays no information about connecting flights ,0
i wasnt flying your airline tonight however a friend was and i was present for her help i flying united and they could learn ,1
it has it is all good thanks ,1
my bag was lost and according to the rep they do not even know where it is please help ,0
not okay since you could not put me on an earlier flight i had to buy my own ticket on another airline ,0
me too ,1
they did not address the assult or drinks spilled on her the drunk passenger had to have a wheelchair to get off plane ,0
success good work jetblue team ,1
 death of a dear friend has me heart broken but americanairlines has me heated ,0
on hold for hours and then you hung up cancelled flightled flights running out of daycare for our kids who are trapped at home ,0
i have been on hold since pm how many customer service reps do you have seriously ,0
i understand a delay but to be stuck on the plane longer than the flight is unacceptable ,0
nonrefundable hence i wrote does not make sense for my credit nothanks ,0
i did twice got a letter back saying that your company doesn t issue refunds for phone bills help phone will be shut off ,0
american never had my bags apparently united never switched them over had to go back to united baggage service ,0
i am absolutely sick of s and no wifi ,0
 not good on hold for over an hour ,0
pretty terrible customer service sat on hold min then a busy signal then disconnected do all airlines have to suck ,0
then had to watch the staff check off each passenger on the list twice because the first time they forgot look at ids brutal ,0
has to be the most lazy inconsiderate and unprofessional airline that i have ever traveled ,0
what is your phone number i cannot find who to call about a flight reservation ,0
dm sent thanks so much for the strong customer service ,1
all goods i shall i will call tomorrow thanks ,1
rude gate agent by aa ordlga just now seems to have a temper made me check in a bag that fit inside the sizer ,0
had to change to another airline to get to dc today why is able to land in dc but not you cost me ugh ,0
thanks for your assistance you guys rock ,1
 handled question like social media pros good practice for when our transportation systems are all run by friendly ais ,1
 usairways raleigh nc baggage carousel staff were aggressive towards people waiting hrs for bags flight 99 ,0
we do not need anybody else ,1
please please american call me so i can rebook ticket ,0
i am trying to book another flight and apply my credits that i had from another flight but i cannot find them ,0
thanks it was my first time in a united lounge and felt welcomed ,1
thanks for losing my luggage ,0
first there were cockroaches crawling on the counter at the gate and visible mouse traps under the seats at the gate ,0
is the company from hell with no consideration for customers that give it hundreds of millions of dollars per year smh ,0
as usual my next flight shows on time but it has it is suppose to leave in minutes and has not boarded ,0
beautiful view flying into san jose ca this evening ,1
after days i finally got the automated service to call me back but it hung on me this is beyond ridicules help ,0
i love the hipster innovation you are a feel good brand ,1
am i illiterate or is there a magic code to make your customer service site work ,0
this is not a fair set up i payed for a full seat i should get access to a full seat ,0
 9 is the cancelled flightled one ,0
in other words sorry not sorry plenty of other airlines and i travel a lot ,0
thank you there was one here a few months ago but none now weird you do not have a club in one of the busiest airports in the us ,1
 9 which you finally cancelled flightled ,0
why does it feel like i am being nickeled and dime to enjoy a flight with aa i purchased a tkt but have to pay extra for a seat ,0
 albanyairport delayed departure to check bags at gate claiming space filled and walk on to open spaces a delay poorcustomerservice ,0
love sw forever ,1
yes i did and the bags came straight to my hotel thank you you guys rock ,1
did you discontinue nonstop service from sjc to bos cannot find or anywhere ,0
 flyfi thank you seattle and udub here we come ,1
 hrs of wait time is unbelieavle unaccpetable biggest airline in the world should have failback call centers ,0
have you inspected the picture routine aircraft check while on his cell phone what will the faa amp nyt say ,0
question  was given food vouchers but cannot use on plane how come ,0
 we cannot help you we do not put people up in hotels when you miss a flight it has it is against policy ,0
better just keep connection from ord to fwa that boards in ten minutes open until i get off the plane that just landed an hour late flight ,0
my bags are st woman said it would be there on the next flight not there so now ive got nothing big wigs help me out ,0
the proper response sorry for your wait what flight were you on so we can look into the issue that has that is how would handle ,0
dropped off a luggage at iad over months ago for repair from damages have not heard anything about it since when do i get it back ,0
tell me something i do not know not keepingit weaktea ,0
first airline to use applepay in flight airlines ,1
 was phenomenal frm gate sea to gate iad ,1
can i get tiks for destinationdragons omg id love to plz im dying ,1
now the jfk baggage office has actually run out of paper hotel vouchers thislinehasntmovedforanhour ,0
what has what is with your baggage handlers calling out at dfw today no luggage onboard the planes ,0
so i still need to stay on hold ,0
so mad i cannot even believe you guys cancelled flight my connecting flight after i leave the first stop amp give me a useless hotel voucher ,0
i called the number and they said no one is available to take my call guys this is insane ,0
do not you think a hr wait time to speak to an actual agent is ridiculous my flight was cancelled flightled this morning getyourlife ,0
i am delayed in tys likely gonna miss my connection in clt to cun gotta get there today can you help me ,0
well that is not going to help i vebeen on hold over hrs amp my client wants his ff nbr in the record he has he is elite waa ,0
hey yeah last time i got a phone call when flight was cancelled flightled from dca to bos ,0
that has that is ok you may keep my and lose my bag with no info but you no longer have my trust bad way to handle this ,0
flight to orlando is unable to serve hot bevies so they have made movies and alcohol complimentary that works ,1
 let us know when you find everyone s luggage thanks unitedairlines ,0
best planes in the business not aa today ,0
i have been trying to get through to reservations since yesterday to make a change to a reservation hold when will it be up ,0
spent hour trying to check after to use military id for luggage then messed up boarding pass amp forced into line again ,0
 ma am if you have a complaint you should visit our customer service desk sees line people deep ,0
have been on hold to reschedule a flight for hours please help phone will be out of batteries soon ,0
please hire an efficiency consultant to manage your phx baggage checkin way to many open kiosks with s of ppl waiting ,0
yes but they could not explain the hour and minute hold time ,0
i receive bad customer service and ended up spending several hundred dollars to accommodate my family during each cxl flight ,0
huh i have sent crash reports in feb alone in one day only app i have that consistently crashes ,0
requested a call back at am my cancelled flighted flight through dfw should not take this long to reroute you are customer service lacks ,0
i will be writing a very detailed letter to you all about this experience today i have never experienced such awful cs ever ,0
have a prompt for consumers for prompt for customer service instead of having customers on hold for hrs ,0
with such disrespect i cannot even begin to explain he has an issue with women and he literally yelled at me and pulled me off ,0
thanks for giving away my seat another fine job ,1
i need help i am trying to cancelled flight a flight before it takes off but i cannot get a hold of anyone because all lines are busy ,0
okie doke knowing you you will fix this ,1
i am in meetings in california and have no luggage ,0
sign me up ,1
i expect something more than telling me to see an agent to rebook my flight ,0
why rt our fleet s on fleek ,0
why do i pay more for coach plus to be told preboarding that all overhead bins will be full for me ,0
yes though they have not located the bag yet it was a lovely flight outside of that ,0
keep going back and forth with being able to board and then not but great agents in savannah ,1
been waiting for minutes on hold because yall cancelled flightled my return flight answer the phone ,0
my flight to san angelo via dallas from orlando cancelled flighted help on hold and disconnect ,0
your response has been incredible truly amazed at the steps you have taken to enhance your customer relations big thank you ,1
so i can buy tix days before flight but cannot transfer the tix flawed security logic flawed customer service ,0
when do i get my personal response and apology for your crew s having forgotten to load baggage onto my flight ,0
i keep getting kicked to an error message when trying to purchase a flight on have tried at least x ,0
the flight was delayed times spent almost min on the tarmac i shall i will reconsider my future flight options ,0
i have been booked on the wrong flight and now pe desk has a wait of more than hours ,0
and again another rep kicked butt naelah represents your team so beautifully thank you ,1
flight cancelled flightled my wife is stuck in phoenix on the way from slc to san thanks a lot southwest ,0
tsa pre is not showing up on my boarding passes and i have followed all of the steps please help ,0
if united loses your baggage they will get it to the airport in the country your in and then it disappears ,0
 amp i have been hung up on twice by your staff so upset right now ,0
link does not work and i have tried tracking my bag several times still does not clarify where it is ,0
 tpa  ord aa 9 another successful journey thanks for the hospitality ,1
would be great if i atleast was next to my husband who is flying in the same reservation ,0
thanks ,1
been on hold for an over an hour now  when can we expect some customer service disappointed ,0
also ran out of water and refused service costumerservice legit jk ,0
no profit maximization is your top priority nothing else even registers for you dinosaurs ,0
you need to get your act together you new this morning at our plane was malfunctioning yet i have been delayed times ,0
where exactly can i leave a note ,0
poor storm customer service hr takeoff delay waiting for the snack cart rude steward no names and i love you guys trueblue ,0
 s once upon a sale that does not include btv as usual jetbluehatesbtv ,0
i have been trying to get through to someone about my cancelled flightled flight tomorrow for over hours ,0
flight arrives minutes early but then have we to wait for an hour for our bags ,0
just tried calling got a high call volume at this moment message and then it said goodbye and hung up ,0
second she sat on the tarmac for hrs only to be told it would be mins ,0
hahahaha this is crazy well here s to another night at the airport ,0
shut up an turn on the tvs music ,0
very impressed so far an app that has that is worth a damn and sms updates on my flight ,1
too late flight damage has been done easily the worst airline experience of my life missed two connecting flights amp days of work ua 9 ,0
 hours how do i change my flight that was cancelled flightled ,0
so basically i am stuck paying for hidden fees and being bumped to an inferior flight jetblue here i come usairways mergers ,0
been on hold for over an hour still do not know where my bags are will not refund me my flight it was not weather ,0
so far no call back ,0
eliza amp i cheated on u with amp it was a lovely flight but we will be back lots ,1
thanks so much for ruining my vacation i really could not have done it without you ,0
i should not have to spend my own on a hotel because of a weather delay the weather being something completely out of my control ,0
i knew i should have flew lol ,0
my flt aa for got cncled and i cant get hold of a csr so i can get alternate arrangement plz help ,0
i had a am flight i can get no rest because i have to wait another hours to receive an automated phone call neveragain ,0
best way to kill nine hours at the airport when all flights are full and the airline will not put you standby stranded ,0
to late flight now but in future flights train staff better to handle emergency situations and ground staff in customer service ,0
guys for real i have been on hold for hours including one hangup please have someone reach out so i can get my back ,0
i need to change my flight thats scheduled in 9 hours and min wait time on phone im calling intern help ,0
no you should do something about everything happened yesterday ,0
 getting the run around today with customer service amp disconnected customer relations given twice help ,0
ice which i totally understand but when a large number of us are facing hours of time and overnight cancelled flightations it seems like ,0
word thanks ,1
 have dinner reservations in a few minutes  and i have been trying to get through to you since breakfast onholdwith ,0
 hours on hold to customer service without anyone answering is more than ridiculous ,0
yeah you guys just told me to call the website that i booked from i booked on your website unacceptable ,0
another awesome telephone experience with thank you cory greatcustomerservice ,1
what is happening have been sitting in philly for hours pls take care of flight 9 to chicago at least least us know solate flight ,0
i agree rt one airline is the flyaway favorite at dia 9newsbusiness ,1
thanks ,1
should give me free baggage for this mess ,0
what happened w 9 from bossan my mother is onboard amp the crew was evasive as to why they had to return to bos the first time ,0
 tfw appreciate the tweet back  it was unexpected ,1
do not bother trying to get anywhere with their customer service team either as take months and counting to reply ,0
just give up your service is terrible if i was not forced to use united on certain routes i never would ,0
how come you do not have an iphone app still using and making me waste paper ,0
now we are waiting over an half hr for the packages what has what is wrong with you guys ,0
been on hold hours now system hung up on me twice after an hour holding trying correct online flight booking problems error unhappy ,0
i wish i would have seen this hours ago i wanted to see them tonight so bad crying ,1
great smooth flight too ,1
f den phx impressive lack of concern by hr late flight flight attndt wrecking havoc on customer travel smugsmirk norush ,0
you are the best whenever i begrudgingly use any other airline i am delayed and late flight ,0
outbound flight hour delay b c air traffic amp gate changes dividend miles member gets no email or text updates ,0
that has that is ok just know that i shall i will most likely never book with you again ,0
just a heads up this page no longer exists ,0
yet again you disappoint sitting at iad for ua for hrs and you cannot seem to know why the plane has not left albany fail ,0
 from iad to buf incredibly loud and like a third world s inner city metro bus lowstandards ,0
haha you are doing everything right do not change a thing slash this twitter engagement just makes you even cooler bestairline ,1
been sitting outside our gate for mins at lga why no move to another gate we e baking on this plane flight ,0
according to your dms i am not owed a refund please may i be provided with a contact number before i go to my bank to file claim ,0
would love it if you could get my wife home sometime soon  she has been stuck in orlando and now stuck in philly for too long ,0
if a passenger is to large to put down the armrest and now is using part of my seat what is my recourse nothappy ,0
ceo battles to appease passengers and wall street  waterbury republican american ,0
been calling different offices already and still no sign of my baggage first time on american air ,0
yeah either by refunding my money or free round trips to compensate for all the trouble we were put through ,0
i sent a pm over two weeks ago and have heard nothing horribleservice unitedsucks ,0
 delayed further ,0
finally got through and they were very helpful appreciate it ,1
i made it thanks for the help ,1
 tfw tyspent total of hrs and mins holding cell battery died finally made arrangements w kind rep ,0
if sna curfew causes diversion do you provide transportation from lax on aa now pilot not sure if we have time ,0
ugh always know a way to my heart ,1
perfect that works thank you ,1
i have been on hold for over an hour not doing so well in the customer service department weak ,0
learn to hold connections they texted me there is another flight late flightr  my connection has not left and were pulling into the gate ,0
agent rick clifton in seahou told him my father is dying and needed to get my handbag on the cabin he did nothing shameful ,0
 for wifi just so i can tell my family i am gonna be late flight cause i had to sit in a grounded plane for the past two hours ,0
the issue was not a long wait it was an infinite do loop your system did not let me or any customer wait or leave a message ,0
we are well aware insufficient info no options ,0
i agree if only there was a frequent tweeter discount so i could fly to see more friends ,1
that doesn t make any sense i ve been k for over years and you re making it harder to keep me loyal ,0
well i am glad i got up at am so i can sit in an airport no place else i had i would rather be not ,0
thanks for getting me to orlando early happiness ,1
to oma  miles from my destination spotty customer service i get staff stressors but come on this is your business ,0
flight is not leaving at because we have not even begun to board yet please update your website asap ,0
thanks i appreciate your prompt response ,1
 take note of this great example of actually making good for an extremely inconvenient situation ,1
yes had to go pick up and pay cab ride very rude employee poor customer service ,0
i am thankful to the united ground staff who put me in the last seat on the last flight out home late flight is still home ,1
i sent my details to the customer care link you sent me almost a month ago and no response ,0
nice work on the update ,1
of course u know i would like lay you down in a bedofroses as long as they are mint colored https t co qyezhjgsb brandmance ,1
so apparently all of your computers crashed at bwi any update on when flights will be moving ,0
so why did you cancelled flight tickets for thousands of people when you did not like the exchange rate doublestandards ,0
thanks might want to fix this line our customer care team is currently responding to most inquiries within  business days ,0
ice cream up front solid ,1
so what does someone with severe anxiety do when the one person who can help him is not next to him ,0
when i got your alert i immediately started looking to rebook but we only had minutes from reflight booking problems to catch a flight to srq ,0
airlines cancelled flights oc fll flight today to switch no notice no apology we are done flying unitedairlines ,0
had a great experience working with glenn coles at buffaloniagara airport top notch employee ,1
thank you for the cheese platter and abundance of entertainment options time just flew by ,1
that has that is what i have been told but refund does not really makeup for the inconvenience caused and the missed meeting does it ,0
 when you take my money and do not provide a service makes for a profitable venture for your company isitthegarykellyway ,0
i was happy to purchase the upgrade if only it was avail on my next flight ,1
cannot seem to find the pilots for our pm flight never seen anything like it before drunkpilots ,0
prove it ,0
gotta love those skycaps solving problems faster than anyone else in the terminal and they did it with a smile on their face ,1
my golf bag was broken on the flight i just took what has what is the process for damage reimbursement ,0
half an inch of snow in charlotte overwhelming ,0
you all the real mvp with these prices ,1
wow thx for thinking of us greg heard sobewff was amazing we have heard the same about ps thx for the info teamnkh ,1
i love your flights but theres always some delay unfortunately ,0
my flight was cancelled flightled leaving tomorrow morning auto rebooked for a tuesday night flight but need to arrive monday ,0
i would love to say the same but it has it is not so much hs flight no internet no personal a c yr old plane nofunatall ,0
stewardess really funny now i could get the gent next to me to use some headphones this would be the perfect flight ,1
can cancelled flight my flight anytime if this is where they keep me for the night ,1
thanks jb actually as a birder i love them too they just need to be outside it should not be too hard to trap and move them ,1
cannot speak with customer service for hours still on hold do you guys work nogood ,0
thanks for the upgrade today great way to start my week cc ,1
awe you guys are great cannot wait to travel with you again soon ,1
bossf was in between waivers business cancelled flighted due to weather before after no flexibility compassion in extreme circumstances ,0
missing my reservations due to a cancelled flightled flight make it right by giving me first class tomorrow make your customers happy ,0
now we are waiting on nitrogen for the struts and the airport nozzle is not calibrated so they are trying to find another ,0
she told us we had to drive back to drop it off so they could attempt to fix it really do not have time to do that terrible ,0
cancelled flightled two flights from miami to nashville yesterday and could not get me on a flight for  days southwestairwasthere ,0
i tried to return to orig booked flt told overbooked gng to diff dest feel like we were switched on purpose bec of overbook ,0
thanks for all the help totally appreciate it and you made it super easy too ,1
apologies are whatever please just deliver the bags like you said you would feel like employees are lying to me ,0
their names are both angel seriously  how cool is that truly fantastic service ,1
i would drive hours to jfk to board jetblue to vegas instead of closer hartford airport cramming more seats on plane no more ,0
ok we are on day trying to book a flight for ur system still says due to weather call back late flightr outofbusiness ,0
according to jfk plenty of planes are landing no problem there ,0
i am but your customer service is brutal ,0
first luggage got stuck in a different city now i get them back today amp one of your employees stole a pair of gloves from me ,0
 no one picks up the phone all day no opportunity to leave a voicemail ,0
can you explain why i am on hold over an hour other than i am dumb and should be using a different airline wth ,0
hi jh yes please since i lost almost a whole day on the way out could you help me change my return for one day late flightr ,0
landed safely everything worked out ,1
another delayed flight likingyoulessandless ,0
you guys should stop doing service in denver it has it is horrible i get stuck here every time i have been here almost hrs ,0
better find a way to get me to puerto rico tomorrow morning besides charging us three times in cash what we originally paid ,0
to add insult to injury i have to go pick it up myself real class act i shall i will stick the delta from now on ,0
where has where is our luggage been waiting more than an hour flight ,0
whom can i call to discuss  as i was told that united has no phone contact with passengers  this is absurd ,0
alist preferred dendal flight cancelled flightled min prior to boarding best option was tue afternoon seriously epic fail ,0
 of a plane s passengers boarding in your premier groups might be an indication of a broken process ,0
service by staff was great as usual cleanliness and smells a bit much i shall i will be back satisfied traveler ,1
no they were to busy taking to each other and i needed to get to an audition ,0
weather keeps slowing us down not your fault this is the st time a southwest flight of mine was late flight so i cannot complain ,1
thanks for listening i definitely was not the only person in line who thought it was absurd ,1
make this delay go away maybe upgrade me and kats seats we are headed to columbus ,0
sitting on the ground in charlotte with no gate or comms for flight deck great happy friday hope i make my connection ,0
on hold hours minutes what has what is going on ,0
need to change div miles ticket after travel started due to weather advisory told not possible unless flight cancelled flightled anyhelp ,0
wanted to compliment ur phone agent jeanette for reflight booking problems rdu to sea thru sfo after connecting flight thru ewr was cancelled flightled ,1
i have been on hold for over hours need to rebook a flight please help ,0
is that something the crew on the current leg can request of the gate team on the next leg ,0
please help on hold forever to check in for flight ,0
his name is rett cavan he has a gofundme page and is going to take his last breath tonight this airline only cares about money ,0
spoke too soon min late flightr still waiting for bags to load some sympathy would be appreciated at the very least ,0
trying to reset my password email never arrives help ,0
we had great flights into and out of the bahamas even during the bad weather in the northeast thanks for the great service ,1
lets chat about flights to and from bwi and the carolina area can a girl get break i have had to resort to usair a day ,0
what are we going to do about the nightmare you guys out me through yesterday zero response from the tweet you last sent me ,0
i booked lh via ua however at gate they rebooked me to a late flightr lh flight now that flight didnt earn pqd for me how do i get it ,0
yes there has there is issues on the site as well unfortunately ,0
i am trying to register since don t want to be separated from my brother during the hours flight there re few places left ,0
you do not remember our date monday night back to nyc heartbroken ,1
 this is the second time in a row i have not received text updates about flight time change do not offer if you will not use it ,0
i am a first time solo female traveller and it has it is pretty scary being in a foreign place not knowing where your belongings are ,0
absolutely ,1
it is the nd person when i called again to ask could not catch her name rejected the request ,0
had mom sit for hours waiting for a flight they ultimately cancelled flighted to give her a tuesday morning flight no compensation ugh ,0
was wondering is there a reason why customer service is so busy been on hold past few days for many hours no answer help plz ,0
 i will never fly us airways again ,0
what has what is the status at dfw ticket agent at gate a9 was very rude and unhelpful ,0
what is going on with baggage claim in newark tiredandwanttogohome ,0
you are cutting into my pregame time go ,0
i had i would thank you  but you did not help taking hours to reply so i get a message in the middle of the night is not actually helpful ,0
are the ones who make it difficult for me ,0
any etd for swa from phl appears delayed but no info available at gate ,0
i am all about the in flight artisanal cheese and wine pairing ,1
ticket couldnt be used bc unable to get to departing dest rsw bc of blizzard in bos told only way to use credit is fine ,0
the delay is due to customer service for people what about the disservice you provided for flightfail hour delay ,0
 minutes on hold waiting to speak with an agent come on usairways ridiculous baggagelost usairways ,0
raleigh to chicago and no firstclass upgrade must be flying aa the screw usair elite after we bailed them out airline ,0
nope done was supposed to get home at 9pm and did not get home until midnight neveragain ,0
yeah i know that but now i shall i will have to spend almost dollars more on my ticket since the price has gone up over the week ,0
what happened to our plane meant to leave why do we have to wait for from buffalo seems organizational error not weather ,0
apparently the plane was delayed coming up from san juan monsoon there today ,0
if you get my bag from e gate to b gate at the charlotte airport before my pm flight late flight cause of yall i ll ride us for life ,0
my flight was cancelled flighted saturday why was my luggage not at the airport today i am supposed to have it delivered pathetic ,0
twitter says i cannot dm someone unless they follow me can follows my twitter thanks you ,0
on hold for an hour connected to the wrong department by your automated system transferred and now another min amp counting ,0
love the passbook update used it the day after it was released finally thank you ,1
 unhappy with united s service read ralph nader s open letter to ual s ceo leave a comment or rt ,0
so i would have to go though the entire process again just to get you people on the phone usairwayssucks ,0
have michelle at t ord train your other staff on how to treat customers a refreshing pleasure to deal with ,1
flight 9 how are u going to compensate me for sitting on the tarmac for 9 mins and missing my phx  bos connection ,0
not anymore ,0
trying to book a flight on hold cannot get through to a representative on the phone advice ,0
i am just calling to cancelled flight a flight i already rebooked it on another card just need to cancelled flight the previous reservation ,0
is terrible my flights cancelled flighted and i have been on hold for the past hours never again ,0
